"NOME_ALUNO","SEXO","IDADE (ao ingressar)","ESTADO_CIVIL (ao ingressar)","ETNIA","COD_CURSO","NOME_CURSO","ANO_INGRESSO","FORMA_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","PERIODO_EVASAO","Forna de Evasão","NUM_PERIODOS","NUM_MAX_PERIODOS","CH_TOTAL_CURSO","COTISTA","MUNICIPIO","ESTADO","PAIS","CRN","CRA","QTDE_TRANCAMENTOS"
"Aluno 332","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2015","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,2562","5.44","0"
"Aluno 333","M","20.6","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","2000","","Formado","10","18","3690","N","SERRA","","Brasil","","6.29","0"
"Aluno 334","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","6.58","0"
"Aluno 335","M","18.0","Casado(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2012","1º Semestre","Formado","10","18","3690","N","SERRA","Espirito Santo","Brasil","14,9212","6.32","2"
"Aluno 336","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","N","VILA VELHA","Espirito Santo","Brasil","16,6586","8.74","0"
"Aluno 337","M","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","Vitória","","BRASIL","","7.93","0"
"Aluno 338","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1996","","Transferência para outra institução","10","18","3690","N","VITORIA","","Brasil","","3.69","0"
"Aluno 339","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","VITORIA","ES","Brasil","15,5537","7.75","0"
"Aluno 340","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.26","0"
"Aluno 341","M","16.8","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2010","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,7787","6.39","1"
"Aluno 342","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2000","","Formado","10","18","3690","N","VILA VELHA","","Brasil","","8.03","0"
"Aluno 343","M","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2012","2º Semestre","Desistência","10","15","4215","N","SERRA","Espirito Santo","Brasil","4,6421","5.59","0"
"Aluno 344","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2015","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","15,2356","6.77","0"
"Aluno 345","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","2º Semestre","2004","2º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","6.21","1"
"Aluno 346","M","17.8","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2019","1º Semestre","Formado","10","15","4215","S","VILA VELHA","Espirito Santo","Brasil","15,1293","5.94","0"
"Aluno 347","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2004","1º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","7","1"
"Aluno 348","M","17.4","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2003","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.39","0"
"Aluno 349","F","26.4","Casado(a)","Branca","05","Engenharia de Computação","2008","Novo Curso","1º Semestre","2011","1º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","2,8236","3.45","1"
"Aluno 350","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2001","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.33","0"
"Aluno 351","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2005","","Desligado","10","18","3690","N","","","BRASIL","","6.39","1"
"Aluno 352","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2015","1º Semestre","Desligado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","3,5287","4.21","0"
"Aluno 353","M","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2006","2º Semestre","Desistência","10","18","3690","N","VITORIA","Espirito Santo","Brasil","","6.86","0"
"Aluno 354","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","14,2557","5.29","0"
"Aluno 355","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2001","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.68","0"
"Aluno 356","M","","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","Vitória","Espírito Santo","Brasil","","7.5","0"
"Aluno 357","M","19.0","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","2º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","7.38","0"
"Aluno 358","M","21.0","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","2002","2º Semestre","Formado","10","18","3690","N","","","","","7.37","0"
"Aluno 359","M","23.3","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","","","Brasil","","3.43","0"
"Aluno 360","M","20.4","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2004","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.95","0"
"Aluno 361","M","20.9","Solteiro(a)","Parda","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2013","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,9777","6.49","0"
"Aluno 362","M","19.8","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1991","","Desistência","10","18","3690","N","","","Brasil","","0","0"
"Aluno 363","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2004","1º Semestre","Formado","10","18","3690","N","CARIACICA","","Brasil","","6.9","0"
"Aluno 364","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","SERRA","","Brasil","","5.63","1"
"Aluno 365","M","18.4","Solteiro(a)","Preta","05","Engenharia de Computação","2011","Convênio","1º Semestre","2013","1º Semestre","Reopção de Curso","10","15","4215","N","VITORIA","Espirito Santo","Brasil","3,2767","4.26","0"
"Aluno 366","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2003","2º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","7.32","0"
"Aluno 367","M","19.4","Solteiro(a)","Não Declarada","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2010","1º Semestre","Desistência","10","18","3690","N","","","","2,5516","3.13","1"
"Aluno 368","M","19.4","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2003","2º Semestre","Desistência","10","18","3690","N","Vitória","","Brasil","","6.71","0"
"Aluno 369","M","18.8","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2015","1º Semestre","Desistência","10","15","4215","S","VITORIA","Espirito Santo","Brasil","3,3516","3.91","0"
"Aluno 370","M","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2018","1º Semestre","Desistência","10","15","4215","S","GUARAPARI","Espirito Santo","Brasil","3,07","3.61","0"
"Aluno 371","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1998","","Desistência","10","18","3690","N","","","","","4.93","0"
"Aluno 372","M","19.2","Solteiro(a)","Branca","05","Engenharia de Computação","2010","Transferência ex-oficio (direito legal)","2º Semestre","2012","2º Semestre","Desligado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","2,071","2.79","0"
"Aluno 373","M","41.6","Solteiro(a)","Branca","05","Engenharia de Computação","2009","Novo Curso","2º Semestre","2012","1º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","0,1397","0","0"
"Aluno 374","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2015","2º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","14,2586","5.55","0"
"Aluno 375","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.41","0"
"Aluno 376","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2004","2º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","7.87","0"
"Aluno 377","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2015","1º Semestre","Desistência","10","15","4215","N","VITORIA","Espirito Santo","Brasil","3,9756","5.03","0"
"Aluno 378","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2016","2º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","13,87","4.73","0"
"Aluno 379","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2008","1º Semestre","Formado","10","18","3690","N","","","","15,6276","7.86","0"
"Aluno 380","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","VITORIA","ES","Brasil","16,0325","8.58","0"
"Aluno 381","M","17.7","Casado(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2008","2º Semestre","Formado","10","18","3690","N","VITORIA","Espírito Santo","Brasil","16,344","9.11","0"
"Aluno 382","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2008","2º Semestre","Formado","10","18","3690","N","","","","14,8235","6.32","0"
"Aluno 383","F","20.6","Solteiro(a)","Parda","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2002","2º Semestre","Desistência","10","18","3690","N","","","","","3.1","0"
"Aluno 384","F","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1997","","Formado","10","18","3690","N","GUARAPARI","","Brasil","","7.5","0"
"Aluno 385","M","20.3","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Transferência Interna","1º Semestre","2001","1º Semestre","Transferência para outra institução","10","18","3690","N","VITORIA","","Brasil","","6.88","0"
"Aluno 386","F","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","VITORIA","","Brasil","","6.96","0"
"Aluno 387","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2017","2º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","15,9066","7.69","0"
"Aluno 388","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2013","1º Semestre","Formado","10","18","3690","N","CARIACICA","Espirito Santo","Brasil","14,3631","5.74","0"
"Aluno 389","F","21.7","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","2006","2º Semestre","Formado","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","6.54","1"
"Aluno 390","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2005","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.57","0"
"Aluno 391","M","17.5","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","VITORIA","","Brasil","","4.24","0"
"Aluno 392","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2005","2º Semestre","Formado","10","18","3690","N","CACHOEIRO DE ITAPEMI","","Brasil","","6.33","0"
"Aluno 393","M","21.2","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","2º Semestre","2002","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","6.38","0"
"Aluno 394","F","19.4","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2016","2º Semestre","Formado","10","15","4215","N","VILA VELHA","Espirito Santo","Brasil","15,4661","7.23","0"
"Aluno 395","M","21.2","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1994","","Desistência","10","18","3690","N","","","Brasil","","0","0"
"Aluno 396","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2004","2º Semestre","Formado","10","18","3690","N","SERRA","","Brasil","","8.81","0"
"Aluno 397","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1994","","Desistência","10","18","3690","N","","","","","2.27","0"
"Aluno 398","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1997","1º Semestre","Formado","10","18","3690","N","VITORIA","ES","BRASIL","","7.35","0"
"Aluno 399","M","18.8","Casado(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","13,894","5.03","0"
"Aluno 400","F","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","9.07","0"
"Aluno 401","M","40.3","Casado(a)","Branca","05","Engenharia de Computação","2000","Novo Curso","1º Semestre","2002","2º Semestre","Desligado","10","18","3690","N","","","","","6.61","0"
"Aluno 402","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2006","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.63","0"
"Aluno 403","M","18.7","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2006","1º Semestre","Formado","10","18","3690","N","CARIACICA","","Brasil","","7.71","0"
"Aluno 404","M","16.6","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","1999","","Formado","10","18","3690","N","VITORIA","","Brasil","","9.21","0"
"Aluno 405","M","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1998","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.55","0"
"Aluno 406","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2011","2º Semestre","Formado","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","14,6796","6.17","0"
"Aluno 407","F","17.1","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","","","","","8.11","0"
"Aluno 408","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","CARIACICA","","Brasil","","8.12","0"
"Aluno 409","M","19.5","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2011","1º Semestre","Desligado","10","18","3690","N","SERRA","Espirito Santo","Brasil","13,5173","4.23","0"
"Aluno 410","M","22.4","Casado(a)","Branca","05","Engenharia de Computação","2004","Transferência Facultativa","2º Semestre","2013","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,4814","7.2","0"
"Aluno 411","M","17.4","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.82","0"
"Aluno 412","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2011","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","16,647","8.85","0"
"Aluno 413","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2008","2º Semestre","Desistência","10","18","3690","N","","","","4,7682","6.24","0"
"Aluno 414","M","19.8","Solteiro(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","15","4215","S","VITORIA","Espirito Santo","Brasil","3,0033","3.76","0"
"Aluno 415","M","19.2","Casado(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2012","2º Semestre","Desligado","10","15","4215","N","SERRA","Espirito Santo","Brasil","4,4766","5.94","2"
"Aluno 416","M","21.7","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2002","2º Semestre","Desligado","10","18","3690","N","CARIACICA","","Brasil","","2.56","0"
"Aluno 417","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2012","1º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","1,6838","2.13","0"
"Aluno 418","M","19.6","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","VITORIA","Espírito Santo","Brasil","14,2098","5.33","0"
"Aluno 419","M","18.0","Casado(a)","Parda","05","Engenharia de Computação","1994","Vestibular","1º Semestre","2001","","Desistência","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","4.32","0"
"Aluno 420","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1999","1º Semestre","Formado","10","18","3690","N","VITORIALHA","","Brasil","","6.85","0"
"Aluno 421","M","18.9","Solteiro(a)","Amarela","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2011","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,7941","6.38","0"
"Aluno 422","M","22.8","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1996","","Transferência para outra institução","10","18","3690","N","VITORIA","","Brasil","","3.15","0"
"Aluno 423","M","17.1","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","15,9218","7.9","0"
"Aluno 424","M","20.4","Solteiro(a)","Parda","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2014","1º Semestre","Formado","10","18","3690","N","AMERICANA","Sao Paulo","Brasil","13,8095","4.92","0"
"Aluno 425","M","20.8","Solteiro(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2015","2º Semestre","Desligado","10","15","4215","S","VITORIA","Espirito Santo","Brasil","2,997","3.06","0"
"Aluno 426","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1998","","Desistência","10","18","3690","N","","","","","4.69","0"
"Aluno 427","F","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2001","2º Semestre","Formado","10","18","3690","N","SERRA","","Brasil","","9.12","0"
"Aluno 428","M","19.8","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2005","2º Semestre","Formado","10","18","3690","N","SERRA","","Brasil","","6.43","0"
"Aluno 429","M","18.5","Solteiro(a)","Parda","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2007","2º Semestre","Desistência","10","18","3690","N","VITORIA","Espírito Santo","Brasil","4,7865","6.42","1"
"Aluno 430","M","27.9","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2015","2º Semestre","Desligado","10","15","4215","N","VILA VELHA","Espirito Santo","Brasil","1,6936","1.59","0"
"Aluno 431","M","18.9","Solteiro(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2012","2º Semestre","Desistência","10","15","4215","S","VITORIA","Espirito Santo","Brasil","4,5653","6.04","0"
"Aluno 432","M","27.2","Divorciado(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2002","2º Semestre","Desligado","10","18","3690","N","","","","","1.21","0"
"Aluno 433","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2008","2º Semestre","Formado","10","18","3690","N","","","","15,9681","8.51","0"
"Aluno 434","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2004","2º Semestre","Formado","10","18","3690","N","VILA VELHA","Espírito Santo","Brasil","","7.35","0"
"Aluno 435","M","21.0","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2016","2º Semestre","Desistência","10","15","4215","S","SERRA","Espírito Santo","Brasil","2,5706","2.73","0"
"Aluno 436","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2011","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,0364","6.7","0"
"Aluno 437","M","21.3","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1998","","Formado","10","18","3690","N","SERRA","","Brasil","","7.3","0"
"Aluno 438","M","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","SANTA MARIA D JETIBA","","Brasil","","8.16","0"
"Aluno 439","M","35.5","Casado(a)","Preta","05","Engenharia de Computação","2005","Reopção de Curso","2º Semestre","2011","2º Semestre","Desistência","10","18","3690","N","SERRA","Espirito Santo","Brasil","2,692","3.35","0"
"Aluno 440","F","18.7","Solteiro(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2020","1º Semestre","Desligado","10","15","4215","N","VILA VELHA","Espirito Santo","Brasil","14,4863","4.95","0"
"Aluno 441","M","18.5","","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2003","2º Semestre","Desistência","10","18","3690","N","VILA VELHA","Espírito Santo","Brasil","","6.04","0"
"Aluno 442","M","17.4","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2014","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,4317","5.72","0"
"Aluno 443","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1999","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.37","0"
"Aluno 444","M","19.9","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","3,4561","4.31","0"
"Aluno 445","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.52","0"
"Aluno 446","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","SERRA","","Brasil","","7.88","0"
"Aluno 447","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","2º Semestre","Desistência","10","18","3690","N","VILA VELHA","","Brasil","","6.82","0"
"Aluno 448","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","2º Semestre","Desistência","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","6.82","0"
"Aluno 449","M","21.4","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2015","1º Semestre","Desligado","10","18","3690","N","SERRA","Espirito Santo","Brasil","15,5777","7.23","2"
"Aluno 450","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","2º Semestre","2006","2º Semestre","Desligado","10","18","3690","N","VILA VELHA","","Brasil","","3.56","2"
"Aluno 451","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2004","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","","6.39","0"
"Aluno 452","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","2009","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","15","4215","N","FUNDAO","Espirito Santo","Brasil","2,5803","3.03","0"
"Aluno 453","M","17.3","Solteiro(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2009","2º Semestre","Formado","10","18","3690","N","","","","16,1772","8.83","0"
"Aluno 454","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.59","0"
"Aluno 455","M","18.7","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","1º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","7.46","0"
"Aluno 456","M","22.6","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2000","","Desligado","10","18","3690","N","VITORIA","","Brasil","","2.37","0"
"Aluno 457","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","S","SERRA","Espirito Santo","Brasil","15,8871","7.68","0"
"Aluno 458","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2008","2º Semestre","Desistência","10","18","3690","N","","","","4,4402","5.76","1"
"Aluno 459","M","17.5","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","","","BRASIL","","6.64","0"
"Aluno 460","M","27.4","Casado(a)","Branca","05","Engenharia de Computação","2004","Reopção de Curso","2º Semestre","2010","2º Semestre","Formado","10","18","3690","N","SERRA","Espirito Santo","Brasil","15,9475","8.11","0"
"Aluno 461","M","19.0","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.96","0"
"Aluno 462","M","24.2","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2020","1º Semestre","Formado","10","15","4215","N","VITORIA","Espírito Santo","Brasil","14,8162","5.43","0"
"Aluno 463","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2009","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,5539","6.1","0"
"Aluno 464","M","20.4","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","VITORIA","","Brasil","","3.15","1"
"Aluno 465","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1996","","Desistência","10","18","3690","N","VITORIA","","Brasil","","6.12","0"
"Aluno 466","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2007","1º Semestre","Formado","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","7.41","0"
"Aluno 467","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","VITORIA","","Brasil","","3.43","0"
