"NOME_ALUNO","SEXO","IDADE (ao ingressar)","ESTADO_CIVIL (ao ingressar)","ETNIA","COD_CURSO","NOME_CURSO","ANO_INGRESSO","FORMA_INGRESSO","PERIODO_INGRESSO","ANO_EVASAO","PERIODO_EVASAO","Forna de Evasão","NUM_PERIODOS","NUM_MAX_PERIODOS","CH_TOTAL_CURSO","COTISTA","MUNICIPIO","ESTADO","PAIS","CRN","CRA","QTDE_TRANCAMENTOS"
"Aluno 1","M","19.3","Casado(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2014","1º Semestre","Formado","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","14,3369","5.62","0"
"Aluno 2","M","23.0","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2011","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,8809","7.88","0"
"Aluno 3","M","20.7","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desligado","10","15","4215","N","CARIACICA","Espirito Santo","Brasil","2,3339","2.75","1"
"Aluno 4","M","17.2","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2013","2º Semestre","Formado","10","18","3690","S","NOVA VENECIA","Espirito Santo","Brasil","16,1175","8.03","0"
"Aluno 5","M","25.8","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","1º Semestre","Desligado","10","15","4215","N","SERRA","Espirito Santo","Brasil","1,3823","1.71","0"
"Aluno 6","M","18.7","Solteiro(a)","Preta","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2015","2º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","15,6627","7.35","0"
"Aluno 7","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desligado","10","15","4215","S","VITORIA","Espirito Santo","Brasil","1,3885","1.36","0"
"Aluno 8","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2014","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,1506","6.7","0"
"Aluno 9","M","17.6","Solteiro(a)","Preta","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Desistência","10","15","4215","N","SERRA","Espirito Santo","Brasil","4,0392","5.34","0"
"Aluno 10","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2010","Curso de Verão","Desistência","10","18","3690","N","SERRA","Espirito Santo","Brasil","3,4697","4.4","0"
"Aluno 11","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2015","2º Semestre","Desligado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","4,2709","5.39","0"
"Aluno 12","M","19.7","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","S","SERRA","Espirito Santo","Brasil","14,668","6.07","0"
"Aluno 13","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2014","2º Semestre","Formado","10","15","4215","N","VILA VELHA","Espirito Santo","Brasil","15,4635","7.1","0"
"Aluno 14","M","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","2º Semestre","Desistência","10","18","3690","N","VITORIA","Espirito Santo","Brasil","4,898","6.35","0"
"Aluno 15","F","18.0","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","ARACRUZ","Espirito Santo","Brasil","16,3801","8.58","0"
"Aluno 16","M","19.0","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2022","1º Semestre","Desligado","10","15","4215","S","VIANA","Espirito Santo","Brasil","4,0215","4.55","0"
"Aluno 17","M","25.4","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2009","2º Semestre","Formado","10","18","3690","N","SERRA","","","16,0247","8.57","0"
"Aluno 18","M","20.7","Solteiro(a)","Preta","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2016","2º Semestre","Formado","10","15","4215","S","VITORIA","Espirito Santo","Brasil","14,4279","5.58","0"
"Aluno 19","M","19.9","Solteiro(a)","Parda","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2017","2º Semestre","Formado","10","15","4215","S","SERRA","Espirito Santo","Brasil","14,7099","5.95","0"
"Aluno 20","F","17.3","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2008","2º Semestre","Desistência","10","18","3690","N","VILA VELHA","","","1,156","0","1"
"Aluno 21","F","17.2","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2009","2º Semestre","Desistência","10","18","3690","S","VITORIA","Espirito Santo","Brasil","1,9392","1.4","1"
"Aluno 22","M","21.1","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2016","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,2019","5.06","0"
"Aluno 23","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","16,3649","8.42","0"
"Aluno 24","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desligado","10","18","3690","N","VITORIA","","","3,2861","4.13","0"
"Aluno 25","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desistência","10","18","3690","S","VILA VELHA","Espirito Santo","Brasil","2,7012","3.27","1"
"Aluno 26","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desligado","10","18","3690","N","Vila Velha","","","3,3745","4.26","0"
"Aluno 27","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Desligado","10","15","4215","S","VILA VELHA","Espirito Santo","Brasil","1,8914","2.63","2"
"Aluno 28","M","18.7","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","ALEGRE","Espirito Santo","Brasil","15,9919","7.89","0"
"Aluno 29","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","S","SERRA","Espirito Santo","Brasil","14,6314","5.8","0"
"Aluno 30","M","17.1","Solteiro(a)","Preta","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2016","2º Semestre","Formado","10","15","4215","S","VITORIA","Espirito Santo","Brasil","14,5903","5.93","0"
"Aluno 31","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,915","7.82","0"
"Aluno 32","M","21.7","Solteiro(a)","Preta","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2012","1º Semestre","Desistência","10","15","4215","N","SERRA","Espirito Santo","Brasil","2,1023","2.63","0"
"Aluno 33","M","20.4","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","4,0054","4.94","2"
"Aluno 34","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2013","1º Semestre","Desistência","10","18","3690","N","VITORIA","Espirito Santo","Brasil","3,0675","3.99","2"
"Aluno 35","M","17.1","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2015","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","14,7054","6.02","0"
"Aluno 36","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2010","1º Semestre","Desistência","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","5,1324","6.89","0"
"Aluno 37","M","26.5","Solteiro(a)","Preta","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2012","2º Semestre","Reopção de Curso","10","15","4215","N","VITORIA","Espirito Santo","Brasil","5","0.5","0"
"Aluno 38","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","1997","","Desistência","10","18","3690","N","VILA VELHA","","Brasil","","1.94","0"
"Aluno 39","M","19.8","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2010","2º Semestre","Formado","10","18","3690","N","","","","16,2378","8.52","0"
"Aluno 40","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1994","","Desistência","10","18","3690","N","","","Brasil","","0","0"
"Aluno 41","M","27.4","Casado(a)","Branca","05","Engenharia de Computação","1993","Transferência Facultativa","2º Semestre","1996","","Desligado","10","18","3690","N","VITORIA","","Brasil","","2.6","0"
"Aluno 42","M","31.4","Solteiro(a)","Parda","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2002","1º Semestre","Desistência","10","18","3690","N","Outros","Estados de Outros Países","Antartida","","5.63","0"
"Aluno 43","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","1999","","Formado","10","18","3690","N","VITORIA","","Brasil","","8.29","0"
"Aluno 44","F","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2010","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,5509","7.46","0"
"Aluno 45","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2011","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,1397","6.85","0"
"Aluno 46","M","18.7","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2001","","Transferência para outra institução","10","18","3690","N","VILA VELHA","","Brasil","","6.51","0"
"Aluno 47","F","17.4","Solteiro(a)","Preta","05","Engenharia de Computação","2004","Convênio","1º Semestre","2004","2º Semestre","Reopção de Curso","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","0","0"
"Aluno 48","M","31.4","Divorciado(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2015","1º Semestre","Desligado","10","15","4215","S","VITORIA","Espírito Santo","Brasil","3,0666","3.97","0"
"Aluno 49","M","17.6","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2016","1º Semestre","Desistência","10","15","4215","S","SERRA","Espirito Santo","Brasil","3,6217","4.58","2"
"Aluno 50","M","19.6","Divorciado(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2012","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,728","6.25","0"
"Aluno 51","M","28.5","Casado(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","VITORIA","","Brasil","","4.9","0"
"Aluno 52","M","19.2","","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","VitÃ³ria","EspÃ­rito Santo","Brasil","","7.84","0"
"Aluno 53","F","20.6","Casado(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","","8.18","0"
"Aluno 54","F","19.2","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1994","","Desistência","10","18","3690","N","VITORIA","","Brasil","","4.72","0"
"Aluno 55","F","18.7","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2007","2º Semestre","Desistência","10","18","3690","N","SERRA","","","","0","2"
"Aluno 56","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.15","0"
"Aluno 57","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1994","","Desistência","10","18","3690","N","","","Brasil","","7.17","0"
"Aluno 58","M","21.3","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2006","2º Semestre","Desligado","10","18","3690","N","VILA VELHA","","","","3.74","1"
"Aluno 59","M","21.3","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2006","2º Semestre","Desligado","10","18","3690","N","","","BRASIL","","3.74","1"
"Aluno 60","M","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","VILA NOVA VILA VELHA","","Brasil","","2.49","0"
"Aluno 61","M","19.6","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2010","1º Semestre","Formado","10","18","3690","N","Vitória","","","16,2446","8.54","0"
"Aluno 62","M","19.2","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","VILA VELHA","ES","Brasil","15,5768","7.79","0"
"Aluno 63","M","19.6","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2007","2º Semestre","Transferência para outra institução","10","18","3690","N","VILA VELHA","","Brasil","","5.04","2"
"Aluno 64","M","18.9","Solteiro(a)","Não Declarada","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2010","Curso de Verão","Desistência","10","18","3690","N","Outros","Estados de Outros Países","Brasil","4,5103","5.93","0"
"Aluno 65","M","19.8","Solteiro(a)","Parda","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2013","1º Semestre","Formado","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","14,3864","5.78","0"
"Aluno 66","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","1999","Vestibular","1º Semestre","2004","2º Semestre","Transferência para outra institução","10","18","3690","N","VILA VELHA","","Brasil","","6.1","1"
"Aluno 67","M","20.7","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","1996","","Desistência","10","18","3690","N","VITORIA","Espírito Santo","Brasil","","2.98","0"
"Aluno 68","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2005","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","","8.82","1"
"Aluno 69","M","20.1","Solteiro(a)","Branca","05","Engenharia de Computação","1990","Vestibular","2º Semestre","1995","","Desligado","10","18","3690","N","","","Brasil","","7.78","0"
"Aluno 70","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","ARACRUZ","","Brasil","","5.84","2"
"Aluno 71","M","19.6","Solteiro(a)","Branca","05","Engenharia de Computação","1993","Vestibular","1º Semestre","1998","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.62","0"
"Aluno 72","M","20.7","Casado(a)","Amarela","05","Engenharia de Computação","2004","Reopção de Curso","2º Semestre","2008","2º Semestre","Desistência","10","18","3690","N","","","","4,2197","5.37","2"
"Aluno 73","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2012","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,6492","6.04","0"
"Aluno 74","F","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2003","2º Semestre","Formado","10","18","3690","N","SERRA","","Brasil","","8.48","0"
"Aluno 75","M","17.3","Solteiro(a)","Parda","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2012","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,9852","6.61","0"
"Aluno 76","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2014","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,6178","7.36","0"
"Aluno 77","F","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2010","1º Semestre","Desligado","10","18","3690","N","","","","3,3479","4.33","1"
"Aluno 78","F","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","VITORIA","Espírito Santo","Brasil","15,5857","7.35","0"
"Aluno 79","F","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Formado","10","18","3690","N","VITORIA","","Brasil","","6.89","0"
"Aluno 80","F","19.2","Solteiro(a)","Parda","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2007","2º Semestre","Desistência","10","18","3690","N","CARIACICA","Espirito Santo","Brasil","3,6326","4.42","0"
"Aluno 81","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","1998","","Desistência","10","18","3690","N","SERRA","","Brasil","","7.73","0"
"Aluno 82","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","2002","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.48","0"
"Aluno 83","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2015","1º Semestre","Desligado","10","15","4215","N","Vitoria","Espirito Santo","Brasil","5,3081","5.57","0"
"Aluno 84","M","18.5","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2005","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","9.13","0"
"Aluno 85","M","19.0","Casado(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2014","2º Semestre","Formado","10","18","3690","N","SERRA","Espirito Santo","Brasil","15,0299","6.52","0"
"Aluno 86","M","20.8","Casado(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2011","1º Semestre","Formado","10","18","3690","N","VIANA","Espirito Santo","Brasil","14,8304","6.41","0"
"Aluno 87","M","17.8","Solteiro(a)","Parda","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2019","1º Semestre","Desligado","10","15","4215","S","SERRA","Espirito Santo","Brasil","3,8575","4.6","0"
"Aluno 88","M","18.0","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","2º Semestre","2005","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","5.62","2"
"Aluno 89","M","18.5","Solteiro(a)","Não Declarada","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2010","1º Semestre","Desligado","10","18","3690","N","VITORIA","ES","BRASIL","3,3828","4.38","1"
"Aluno 90","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2017","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","14,6231","5.77","0"
"Aluno 91","M","17.5","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","2003","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.45","0"
"Aluno 92","M","21.5","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2011","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","15,8882","7.88","0"
"Aluno 93","F","18.9","Solteiro(a)","Branca","05","Engenharia de Computação","1996","Vestibular","1º Semestre","2001","1º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","8.62","0"
"Aluno 94","M","19.1","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2004","2º Semestre","Desistência","10","18","3690","N","GUARATINGUETA","SP","Brasil","","7.52","1"
"Aluno 95","M","27.7","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","VITORIA","","Brasil","","0","0"
"Aluno 96","M","21.3","Solteiro(a)","Branca","05","Engenharia de Computação","2004","Vestibular","1º Semestre","2009","2º Semestre","Desligado","10","18","3690","N","VITORIA","ES","Brasil","3,0211","3.25","0"
"Aluno 97","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2009","2º Semestre","Formado","10","18","3690","N","","","","16,4499","8.83","0"
"Aluno 98","M","31.9","Casado(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","2001","1º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","6.04","0"
"Aluno 99","M","19.3","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2009","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,8507","6.51","0"
"Aluno 100","M","19.9","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","2000","","Formado","10","18","3690","N","Colatina","","Brasil","","7.64","0"
"Aluno 101","M","17.6","Solteiro(a)","Parda","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","15","4215","S","CARIACICA","Espírito Santo","Brasil","0,7915","0.62","0"
"Aluno 102","M","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","1994","Vestibular","1º Semestre","1999","","Formado","10","18","3690","N","VILA VELHA","","Brasil","","8.92","0"
"Aluno 103","M","17.9","","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2006","1º Semestre","Desligado","10","18","3690","N","","","BRASIL","","5.67","2"
"Aluno 104","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2009","2º Semestre","Formado","10","18","3690","N","","","","15,4652","7.59","1"
"Aluno 105","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","1999","","Desligado","10","18","3690","N","VILA VELHA","","Brasil","","0","0"
"Aluno 106","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2006","2º Semestre","Desistência","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","","0.19","0"
"Aluno 107","M","18.8","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2003","2º Semestre","Desligado","10","18","3690","N","SERRA","","Brasil","","3.33","3"
"Aluno 108","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2013","2º Semestre","Formado","10","18","3690","N","VILA VELHA","Espirito Santo","Brasil","14,6616","6.05","0"
"Aluno 109","M","18.2","Solteiro(a)","Branca","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2008","1º Semestre","Formado","10","18","3690","N","","","","15,0399","6.87","0"
"Aluno 110","F","19.5","Solteiro(a)","Não Declarada","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2009","2º Semestre","Desistência","10","18","3690","N","VITORIA","Espírito Santo","Brasil","1,1352","0","0"
"Aluno 111","M","25.8","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2014","1º Semestre","Desligado","10","15","4215","N","SAO MATEUS","Espirito Santo","Brasil","5","0","0"
"Aluno 112","M","19.0","Solteiro(a)","Branca","05","Engenharia de Computação","2008","Vestibular","1º Semestre","2011","1º Semestre","Desistência","10","18","3690","N","VITORIA","Espirito Santo","Brasil","1,6742","1.85","1"
"Aluno 113","M","19.8","Solteiro(a)","Branca","05","Engenharia de Computação","1995","Vestibular","1º Semestre","2001","","Transferência para outra institução","10","18","3690","N","VILA VELHA","","Brasil","","4.68","0"
"Aluno 114","M","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","1991","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.56","0"
"Aluno 115","M","28.8","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Novo Curso","1º Semestre","2005","","Desligado","10","18","3690","N","VILA VELHA","Espírito Santo","Brasil","","0","2"
"Aluno 116","M","17.8","Solteiro(a)","Branca","05","Engenharia de Computação","2011","Vestibular","1º Semestre","2016","1º Semestre","Formado","10","15","4215","N","VITORIA","Espirito Santo","Brasil","14,9858","6.39","0"
"Aluno 117","F","17.9","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2009","1º Semestre","Formado","10","18","3690","N","","","","15,9016","8.35","0"
"Aluno 118","F","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","2012","Vestibular","1º Semestre","2015","1º Semestre","Desligado","10","15","4215","S","SERRA","Espirito Santo","Brasil","0,1318","0.11","0"
"Aluno 119","M","19.2","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","2º Semestre","2006","2º Semestre","Desligado","10","18","3690","N","VILA VELHA","","Brasil","","3.49","2"
"Aluno 120","M","18.3","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2006","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.94","1"
"Aluno 121","M","20.4","Solteiro(a)","Branca","05","Engenharia de Computação","2006","Vestibular","1º Semestre","2012","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","16,0073","7.99","0"
"Aluno 122","M","21.3","Solteiro(a)","Parda","05","Engenharia de Computação","2003","Vestibular","1º Semestre","2010","1º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,8504","6.47","0"
"Aluno 123","M","18.1","Solteiro(a)","Branca","05","Engenharia de Computação","2001","Vestibular","1º Semestre","2006","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.56","0"
"Aluno 124","M","17.7","Solteiro(a)","Branca","05","Engenharia de Computação","1997","Vestibular","1º Semestre","2002","1º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","7.98","0"
"Aluno 125","M","19.6","Solteiro(a)","Não Declarada","05","Engenharia de Computação","2009","Vestibular","1º Semestre","2010","2º Semestre","Desistência","10","15","4215","N","ARACRUZ","Espirito Santo","Brasil","0,3868","0","0"
"Aluno 126","M","18.4","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2002","2º Semestre","Formado","10","18","3690","N","VITORIA","","Brasil","","8.5","0"
"Aluno 127","M","21.2","Uniao Estavel","Parda","05","Engenharia de Computação","2007","Vestibular","1º Semestre","2012","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,5547","5.88","0"
"Aluno 128","M","19.2","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2010","1º Semestre","Desistência","10","18","3690","N","VITORIA","Espirito Santo","Brasil","3,6407","4.75","0"
"Aluno 129","M","17.5","Solteiro(a)","Branca","05","Engenharia de Computação","2005","Vestibular","1º Semestre","2013","2º Semestre","Formado","10","18","3690","N","VITORIA","Espirito Santo","Brasil","14,9392","6.45","0"
"Aluno 130","M","17.1","Solteiro(a)","Branca","05","Engenharia de Computação","2002","Vestibular","1º Semestre","2007","2º Semestre","Formado","10","18","3690","N","Vitória","","BRASIL","","8.96","0"
"Aluno 131","M","18.6","Solteiro(a)","Branca","05","Engenharia de Computação","1992","Vestibular","1º Semestre","1997","","Formado","10","18","3690","N","VITORIA","","Brasil","","7.42","0"
"Aluno 132","M","19.6","Solteiro(a)","Branca","05","Engenharia de Computação","2000","Vestibular","1º Semestre","2002","2º Semestre","Desligado","10","18","3690","N","VILA VELHA","","Brasil","","0","0"
"Aluno 133","M","17.6","Solteiro(a)","Branca","05","Engenharia de Computação","1998","Vestibular","1º Semestre","2002","2º Semestre","Formado","10","18","3690","N","VILA VELHA","","Brasil","","8.16","0"
